,model,date,picture,manufacturer,class,length,height,width,picture_url,picture_thumb,description,picture_url_local,picture_thumb_local
<Volkswagen_Atlas>,Volkswagen Atlas,2016,Volkswagen Atlas 2017 SUV.jpg,Volkswagen,3 row sport utility vehicle,198.3 in,69.6 in,77.9 in,https://upload.wikimedia.org/wikipedia/commons/d/d1/Volkswagen_Atlas_2017_SUV.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Volkswagen_Atlas_2017_SUV.jpg/250px-Volkswagen_Atlas_2017_SUV.jpg,"The Volkswagen Atlas is a mid-size crossover SUV manufactured by the German automaker Volkswagen. The Atlas is the largest vehicle produced on the Volkswagen Group MQB platform, and features a transverse mounted inline-four or Volkswagen's narrow angle VR6. Developed mainly for the North American and Chinese market, the Atlas for the Americas is produced in Chattanooga plant in Chattanooga, Tennessee, United States. The Atlas is marketed as the Volkswagen Teramont outside North America, including the Middle East, Africa, as well as in Mexico, Russia, and China, where production in Ningbo began in 2017.",00521.jpg,00521.jpg
<Volkswagen_Beetle_(A5)>,Volkswagen Beetle (A5),2011,2012 Volkswagen Beetle -- NHTSA 2.jpg,Volkswagen,Compact car (C),4278 mm,1486 mm,1808 mm,https://upload.wikimedia.org/wikipedia/commons/0/0f/2012_Volkswagen_Beetle_--_NHTSA_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/2012_Volkswagen_Beetle_--_NHTSA_2.jpg/250px-2012_Volkswagen_Beetle_--_NHTSA_2.jpg,"The Volkswagen Beetle (also sold as the Volkswagen Käfer, Volkswagen Coccinelle, Volkswagen Maggiolino, Volkswagen Fusca in some countries) is a small family car manufactured and marketed by Volkswagen introduced in 2011 for the 2012 model year, as the successor to the New Beetle launched in 1997. It features a lower profile while retaining an overall shape recalling the original Volkswagen Type 1 Beetle.
One of Volkswagen's goals with the model was to give it a more aggressive appearance while giving it some stylistic aspects reminiscent of the Type 1. This was an attempt to distance the new model from the New Beetle, produced from 1997 to 2011, which never approached the success of the first Beetle.The second generation ""new"" Beetle shares the ""A5"" (PQ35) platform with the current generation Volkswagen Jetta and is built alongside the Jetta, Golf Variant and the old Jetta (""Clásico"") at Volkswagen's plant in Puebla, Mexico. It is longer than the previous New Beetle at 4,278 mm (168.4 in) and also has a lower profile, 12 mm (0.5 in) lower than its predecessor, and 88 mm (3.5 in) wider. The trunk is now 310 L (11 cu ft), up from 209 L (7.4 cu ft).
A convertible version followed the coupé for the 2013 model year, first shown at the Los Angeles Auto Show in November 2012 when it also went on sale.Head of Technical Development for VW, Frank Welsch, indicated at the 2018 Geneva Motor Show that this would be the Beetle's final generation.On 13 September 2018, Volkswagen announced that the Beetle would cease production in July 2019. The final third generation Beetle (a denim blue coupe) finished production on 9 July 2019 and rolled off the assembly line on the following day. The model was officially retired at a ceremony in Puebla City later that day.",00522.jpg,00522.jpg
<Volkswagen_CC>,Volkswagen CC,2008,Volkswagen Passat CC 2.0 TSi 2010 (14168908053).jpg,Volkswagen,Executive car (E),188.9 in,56.0 in,73.1 in,https://upload.wikimedia.org/wikipedia/commons/5/58/Volkswagen_Passat_CC_2.0_TSi_2010_%2814168908053%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Volkswagen_Passat_CC_2.0_TSi_2010_%2814168908053%29.jpg/250px-Volkswagen_Passat_CC_2.0_TSi_2010_%2814168908053%29.jpg,"The Volkswagen CC, originally marketed as the Volkswagen Passat CC in its first generation, is a variant of the Volkswagen Passat that trades headroom and cargo space for a coupé-like profile and sweeping roofline.  The CC debuted in January 2008, at the North American International Auto Show in Detroit and was discontinued after the 2017 model year.Volkswagen said the name CC stands for Comfort Coupe, recognizing its combination of a coupe-like profile with four rather than two doors. While based on the Passat, and sharing its wheelbase, the CC is 27 mm (1.06 inches) longer, 50 mm (1.97 inches) lower, and 36 mm (1.42 inches) wider than the Passat.
While the CC has been replaced by the Arteon in most markets, the latter vehicle retains the CC nameplate in China.",00523.jpg,00523.jpg
<Volkswagen_Golf_Mk7>,Volkswagen Golf Mk7,2012,VW Golf 7 Blue (11050391564) (cropped).jpg,Volkswagen,Compact car / Small family car (C),4255 mm,1452 mm,1799 mm,https://upload.wikimedia.org/wikipedia/commons/d/de/VW_Golf_7_Blue_%2811050391564%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/VW_Golf_7_Blue_%2811050391564%29_%28cropped%29.jpg/250px-VW_Golf_7_Blue_%2811050391564%29_%28cropped%29.jpg,"The Volkswagen Golf (Mk7) (also known as the Golf VII) is a small family car, the seventh generation of the Volkswagen Golf and the successor to the Volkswagen Golf Mk6. It was introduced in Berlin on 4 September 2012, before a public launch at the 2012 Paris Motor Show. Cars reached Volkswagen dealers in the Golf's European domestic market on 10 November 2012.The Golf Mk7 uses the same MQB platform as the third-generation Audi A3, SEAT León and Škoda Octavia. At its introduction in 2013, it won the Car of the Year Japan Award, the first time it was awarded to a European product.
On 10 November 2016, VW presented a facelift of the Golf Mk7.
In December 2019, it was replaced by the Volkswagen Golf Mk8. However, production of e-Golf and Golf Variant will stop the following year, precisely in mid-2020 for Golf Variant.",00524.jpg,00524.jpg
<Volkswagen_Jetta>,Volkswagen Jetta,1979,JettaMkII.JPG,Volkswagen,Compact car / Small family car (C),4400 mm,1430 mm,1730 mm,https://upload.wikimedia.org/wikipedia/commons/9/98/JettaMkII.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/JettaMkII.JPG/250px-JettaMkII.JPG,"The Volkswagen Jetta (listen ) is a compact car/small family car manufactured and marketed by Volkswagen since 1979. Positioned to fill a sedan niche above the firm's Golf hatchback, it has been marketed over seven generations, variously as the Atlantic, Vento, Bora, City Jetta, Jetta City, GLI, Jetta, Clasico,  and Sagitar (in China).
The Jetta has been offered in two- and four-door saloon / sedan, and five-door wagon / estate versions – all as four- or five-seaters. Since the original version in 1980, the car has grown in size and power with each generation. By mid-2011, almost 10 million Jettas have been produced and sold all over the world. As of April 2014, Volkswagen marketed over 14 million, becoming its top selling model.",00525.jpg,00525.jpg
<Volkswagen_Jetta_Night>,Volkswagen Jetta Night,2013,Volkswagen Jetta II 01 China 2013-03-04.JPG,FAW-Volkswagen,Compact,4487 mm,1470 mm,1706 mm,https://upload.wikimedia.org/wikipedia/commons/b/b5/Volkswagen_Jetta_CN_II_01_China_2013-03-04.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Volkswagen_Jetta_CN_II_01_China_2013-03-04.jpg/250px-Volkswagen_Jetta_CN_II_01_China_2013-03-04.jpg,,00526.jpg,00526.jpg
<Volkswagen_Jetta_Pionier>,Volkswagen Jetta Pionier,2010,Volkswagen Jetta facelift III 01 China 2012-06-23.JPG,FAW-Volkswagen,Compact,4415 mm,1514 mm,1674 mm,https://upload.wikimedia.org/wikipedia/commons/5/5c/Volkswagen_Jetta_CN_facelift_III_01_China_2012-06-23.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Volkswagen_Jetta_CN_facelift_III_01_China_2012-06-23.jpg/250px-Volkswagen_Jetta_CN_facelift_III_01_China_2012-06-23.jpg,,00527.jpg,00527.jpg
<Volkswagen_New_Beetle>,Volkswagen New Beetle,1998,2002 Volkswagen New Beetle (9C MY02.5) 2.0 coupe (2010-10-01) 01.jpg,Volkswagen,Compact car (C),4129 mm,59.5 in,1721 mm,https://upload.wikimedia.org/wikipedia/commons/8/82/2002_Volkswagen_New_Beetle_%289C_MY02.5%29_2.0_coupe_%282010-10-01%29_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/2002_Volkswagen_New_Beetle_%289C_MY02.5%29_2.0_coupe_%282010-10-01%29_01.jpg/250px-2002_Volkswagen_New_Beetle_%289C_MY02.5%29_2.0_coupe_%282010-10-01%29_01.jpg,"The Volkswagen New Beetle is a compact car, introduced by Volkswagen in 1997, drawing heavy inspiration from the exterior design of the original Beetle. Unlike the original Beetle, the New Beetle has its engine in the front, driving the front wheels, with luggage storage in the rear. Many special editions have been released, such as the Malibu Barbie New Beetle.In 2011 for the 2012 model year, a new Beetle model, the Beetle (A5), replaced the New Beetle. It is often referred to as the New Beetle as well. Various versions of this model continued to be made in Puebla, Mexico until the last one left the assembly line on 10 July 2019.",00528.jpg,00528.jpg
<Volkswagen_New_Compact_Coupé>,Volkswagen New Compact Coupé,2010,VW New Compact Coupé.jpg,Volkswagen,compact car (concept car),4540 mm,1410 mm,1780 mm,https://upload.wikimedia.org/wikipedia/commons/7/7f/VW_New_Compact_Coup%C3%A9.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/VW_New_Compact_Coup%C3%A9.jpg/250px-VW_New_Compact_Coup%C3%A9.jpg,"The Volkswagen New Compact Coupé (short Volkswagen NCC) is a close to production concept car of the German car manufacturer Volkswagen. The car was presented on the NAIAS 2010 in Detroit. It is equipped with a hybrid drive, and is positioned between the Volkswagen Scirocco and the Volkswagen Passat CC. 
The average fuel consumption is just 4.2 litres per 100 kilometers; the emission value is 98 grams of CO2 per kilometer. In contrast, the driving values are a top speed of 227 km/h and a sprint time of 8.6 seconds from 0 to 100 km/h.",00529.jpg,00529.jpg
<Volkswagen_Passat_NMS>,Volkswagen Passat NMS,2011,2012 Volkswagen Passat -- NHTSA 1.jpg,Volkswagen,Mid-size,4870 mm,1472 mm,1834 mm,https://upload.wikimedia.org/wikipedia/commons/8/8b/2012_Volkswagen_Passat_--_NHTSA_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/2012_Volkswagen_Passat_--_NHTSA_1.jpg/250px-2012_Volkswagen_Passat_--_NHTSA_1.jpg,,00530.jpg,00530.jpg
<Volkswagen_Phideon>,Volkswagen Phideon,2016,Volkswagen VW Phideon 2016.jpg,Volkswagen,Full-size luxury car (F),5074 mm,1489 mm,1893 mm,https://upload.wikimedia.org/wikipedia/commons/d/d8/Volkswagen_VW_Phideon_2016.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Volkswagen_VW_Phideon_2016.jpg/250px-Volkswagen_VW_Phideon_2016.jpg,"The Volkswagen Phideon (Chinese: 輝昂; pinyin: Huī áng) is an executive sedan manufactured by the German automobile manufacturer Volkswagen, described by Volkswagen as their ""premium class"" vehicle. Introduced at the 2016 Geneva Motor Show, the Phideon is aimed at the market in China.The Phideon features the new Active Info Display which replaced the conventional instrument cluster, and chauffeur mode which allows passengers to send content to the infotainment system. Sales in China officially started in July 2016. A Plug-in hybrid version was launched in April 2017.",00531.jpg,00531.jpg
<Volkswagen_Polo_Mk5>,Volkswagen Polo Mk5,2009,2010 Volkswagen Polo (6R) 77TSI Comfortline 5-door hatchback 01.jpg,Volkswagen,Supermini (B),3952 mm,1454 mm,1682 mm,https://upload.wikimedia.org/wikipedia/commons/0/00/2010_Volkswagen_Polo_%286R%29_77TSI_Comfortline_5-door_hatchback_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/2010_Volkswagen_Polo_%286R%29_77TSI_Comfortline_5-door_hatchback_01.jpg/250px-2010_Volkswagen_Polo_%286R%29_77TSI_Comfortline_5-door_hatchback_01.jpg,"The Volkswagen Polo Mk5 is the fifth generation of the Volkswagen Polo supermini-class car, launched by Volkswagen in March 2009.
The Mark 5 Polo, internally designated Typ 6R, is based on Volkswagen's PQ25 platform, shared with the 2008 SEAT Ibiza and the Audi A1. Its styling, by a team led by Walter de Silva, follows the direction of the previous 2008 Volkswagen Scirocco and Golf VI. Slightly larger than the previous generation Polo, the Mark 5 is however, 7.5% lighter. The car was unveiled in the 2009 Geneva Motor Show.The Volkswagen Polo won the 2010 European Car of the Year, defeating the Toyota iQ and Opel/Vauxhall Astra.  In 2018 the Volkswagen Polo Mk4 Polo Vivo (South-Africa) was replaced by the Volkswagen Polo Mk5 and is also called the Polo Vivo.",00532.jpg,00532.jpg
<Volkswagen_Routan>,Volkswagen Routan,2009,2009 Volkswagen Routan SE.jpg,Chrysler Group LLC,Minivan,202.5 in,68.9 in,76.9 in,https://upload.wikimedia.org/wikipedia/commons/f/f2/2009_Volkswagen_Routan_SE.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/2009_Volkswagen_Routan_SE.jpg/250px-2009_Volkswagen_Routan_SE.jpg,"The Volkswagen Routan is a seven-seat minivan and rebadged variant of the Chrysler RT platform, with revised styling, content features, and suspension tuning from the fifth-generation Dodge Grand Caravan and Chrysler Town & Country.Manufactured alongside the Chrysler and Dodge minivans at Windsor Assembly and marketed in the United States, Canada, and Mexico, the Routan debuted at the 2008 Chicago Auto Show and went on sale in the United States in September 2008. The Routan's minivan variants include the Dodge Caravan, Ram C/V, Chrysler Town & Country, and Lancia Voyager (export)—that by 2009 have ranked as the 13th bestselling automotive nameplate worldwide, with over 12 million sold.Production of the Routan was halted in 2012 due to high inventory levels, and Volkswagen announced the 2013 model year would be primarily reserved for rental car companies and other fleets, with limited availability to the public at dealer showrooms. This also held true for the 2014 model year Routan.",00533.jpg,00533.jpg
<Volkswagen_Scirocco>,Volkswagen Scirocco,1974,VW Scirocco 1973.jpg,Volkswagen,Sport compact (S),4256 mm,1305 mm,1645 mm,https://upload.wikimedia.org/wikipedia/commons/1/1d/VW_Scirocco_1973.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/VW_Scirocco_1973.jpg/250px-VW_Scirocco_1973.jpg,"The Volkswagen Scirocco is a three-door, four passenger (2+2), front-engine, front wheel drive sports coupé manufactured and marketed by Volkswagen in two generations from 1974 to 1992 and a third generation from 2008 until 2017. Production ended without a successor. 
The Scirocco derives its name from the Mediterranean wind.",00534.jpg,00534.jpg
<Volkswagen_Sharan>,Volkswagen Sharan,1995,VW Sharan front 20071026.jpg,Volkswagen,Large MPV (M),4850 mm,1810 mm,1924 mm,https://upload.wikimedia.org/wikipedia/commons/6/6b/VW_Sharan_front_20071026.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/VW_Sharan_front_20071026.jpg/250px-VW_Sharan_front_20071026.jpg,"The Volkswagen Sharan is a multi-purpose vehicle (MPV) produced by the German Volkswagen Group and built at the AutoEuropa plant in Palmela, Portugal, since 1995. Through badge engineering, the Volkswagen Sharan shares the same platform with the SEAT Alhambra, and the first generation was also in most respects identical to the Ford Galaxy. Since 2010, the Sharan is in its second generation.",00535.jpg,00535.jpg
